fichier_source,import_path
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,@jest/globals
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,fs
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,path
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,glob
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,../analyzers/AbstractAnalyzer
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,../validators/AbstractValidator
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,../generators/AbstractGenerator
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,../orchestrators/AbstractOrchestrator
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAbstractMigration.test/agent-abstract-migration.test.ts,../core/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/htaccess-route/htaccess-route-analyzer.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/htaccess-route/htaccess-route-analyzer.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/htaccess-route/htaccess-route-analyzer.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/NginxConfigParser/nginx-config-parser.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/NginxConfigParser/nginx-config-parser.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/NginxConfigParser/nginx-config-parser.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/NginxConfigParser/nginx-config-parser.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpManifestManager/mcp-manifest-manager.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpManifestManager/mcp-manifest-manager.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpManifestManager/mcp-manifest-manager.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpManifestManager/mcp-manifest-manager.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,fs/promises
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,path
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,child_process
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,minimist
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,prettier
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,./core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,./core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,zod\n\n`;
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,zod\n\n`;
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,zod\n`;
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/prisma-to-zod/prisma-to-zod.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/seo-metadata-schema/seo-metadata-schema.ts,zod
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAudit/agent-audit.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAudit/agent-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAudit/agent-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/orchestration
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AgentAudit/agent-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/Sql-AnalyzerPlusprisma-Builder/sql-analyzer+prisma-builder.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/Sql-AnalyzerPlusprisma-Builder/sql-analyzer+prisma-builder.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/Sql-AnalyzerPlusprisma-Builder/sql-analyzer+prisma-builder.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dependency-analyzer/index.ts,./dependency-analyzer-v2
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dependency-analyzer/DependencyAgent/index.ts,./DependencyAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier/mcp-verifier.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier/mcp-verifier.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier/mcp-verifier.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier/mcp-verifier.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract-processor/abstract-processor-agent.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract-processor/abstract-processor-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract-processor/abstract-processor-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract-processor/abstract-processor-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier.worker/mcp-verifier.worker.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier.worker/mcp-verifier.worker.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier.worker/mcp-verifier.worker.ts,@workspaces/cahier-des-charge/src/core/interfaces/orchestration
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifier.worker/mcp-verifier.worker.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifierDotworker/mcp-verifier.worker.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifierDotworker/mcp-verifier.worker.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifierDotworker/mcp-verifier.worker.ts,@workspaces/cahier-des-charge/src/core/interfaces/orchestration
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/McpVerifierDotworker/mcp-verifier.worker.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevIntegrator/dev-integrator.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevIntegrator/dev-integrator.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevIntegrator/dev-integrator.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevIntegrator/dev-integrator.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TestWriter/test-writer.ts,fs
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TestWriter/test-writer.ts,path
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TestWriter/test-writer.ts,child_process
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TestWriter/test-writer.ts,glob
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TestWriter/test-writer.ts,./${moduleName}.service
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TestWriter/test-writer.ts,./${moduleName}.controller
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/TestWriter/test-writer.ts,./${moduleName}.service
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/index.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/index.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/index.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-prisma-migration-planner/sql-prisma-migration-planner.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-prisma-migration-planner/sql-prisma-migration-planner.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-prisma-migration-planner/sql-prisma-migration-planner.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-prisma-migration-planner/sql-prisma-migration-planner.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AutoPr/auto-pr-agent.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AutoPr/auto-pr-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AutoPr/auto-pr-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AutoPr/auto-pr-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/file-manager/file-manager.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/file-manager/file-manager.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/file-manager/file-manager.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/file-manager/file-manager.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/PrCreator/pr-creator.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/PrCreator/pr-creator.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/PrCreator/pr-creator.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/PrCreator/pr-creator.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mcp-verifier/mcp-verifier.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mcp-verifier/mcp-verifier.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mcp-verifier/mcp-verifier.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mcp-verifier/mcp-verifier.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract/abstract-analyzer.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract/abstract-analyzer.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract/abstract-analyzer.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract/abstract-agent.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract/abstract-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract/abstract-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/abstract/abstract-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/HtaccessRouter/htaccess-router-analyzer.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/HtaccessRouter/htaccess-router-analyzer.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/HtaccessRouter/htaccess-router-analyzer.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoCiTester/seo-ci-tester.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoCiTester/seo-ci-tester.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoCiTester/seo-ci-tester.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoCiTester/seo-ci-tester.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoRedirectMapper/seo-redirect-mapper.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoRedirectMapper/seo-redirect-mapper.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoRedirectMapper/seo-redirect-mapper.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoRedirectMapper/seo-redirect-mapper.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/LayeredAgentAuditor/layered-agent-auditor.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/LayeredAgentAuditor/layered-agent-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/LayeredAgentAuditor/layered-agent-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/LayeredAgentAuditor/layered-agent-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mysql-to-pg/mysql-to-pg.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mysql-to-pg/mysql-to-pg.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mysql-to-pg/mysql-to-pg.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/mysql-to-pg/mysql-to-pg.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-registry/agent-registry.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-registry/agent-registry.ts,./interfaces
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-registry/agent-registry.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-registry/agent-registry.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-registry/agent-registry.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoMcpController/seo-mcp-controller.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoMcpController/seo-mcp-controller.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoMcpController/seo-mcp-controller.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoMcpController/seo-mcp-controller.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/layered-agent-auditor/layered-agent-auditor.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/layered-agent-auditor/layered-agent-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/layered-agent-auditor/layered-agent-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/layered-agent-auditor/layered-agent-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-debt-audit/sql-debt-audit.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-debt-audit/sql-debt-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-debt-audit/sql-debt-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/sql-debt-audit/sql-debt-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent8-optimizer/agent8-optimizer.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent8-optimizer/agent8-optimizer.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent8-optimizer/agent8-optimizer.ts,@workspaces/cahier-des-charge/src/core/interfaces/orchestration
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent8-optimizer/agent8-optimizer.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dev-linter/dev-linter.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dev-linter/dev-linter.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dev-linter/dev-linter.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/dev-linter/dev-linter.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AnalyzeSecurityRisks/analyze-security-risks.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AnalyzeSecurityRisks/analyze-security-risks.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/AnalyzeSecurityRisks/analyze-security-risks.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevLinter/dev-linter.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevLinter/dev-linter.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevLinter/dev-linter.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/DevLinter/dev-linter.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/type-mapper/type-mapper.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/type-mapper/type-mapper.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/type-mapper/type-mapper.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/type-mapper/type-mapper.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/test-writer/test-writer.ts,fs
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/test-writer/test-writer.ts,path
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/test-writer/test-writer.ts,child_process
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/test-writer/test-writer.ts,glob
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/test-writer/test-writer.ts,./${moduleName}.service
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/test-writer/test-writer.ts,./${moduleName}.controller
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/test-writer/test-writer.ts,./${moduleName}.service
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/interfaces/interfaces.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/interfaces/interfaces.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/interfaces/interfaces.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/interfaces/interfaces.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SqlDebtAudit/sql-debt-audit.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SqlDebtAudit/sql-debt-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SqlDebtAudit/sql-debt-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SqlDebtAudit/sql-debt-audit.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/remediator/remediator.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/remediator/remediator.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/remediator/remediator.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/remediator/remediator.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/CiTester/ci-tester.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/CiTester/ci-tester.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/CiTester/ci-tester.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/CiTester/ci-tester.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/auto-pr/auto-pr-agent.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/auto-pr/auto-pr-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/auto-pr/auto-pr-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/auto-pr/auto-pr-agent.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoAuditRunner/seo-audit-runner.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoAuditRunner/seo-audit-runner.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoAuditRunner/seo-audit-runner.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/SeoAuditRunner/seo-audit-runner.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-version-auditor/agent-version-auditor.ts,events
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-version-auditor/agent-version-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/BaseAgent
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-version-auditor/agent-version-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/agent-version-auditor/agent-version-auditor.ts,@workspaces/cahier-des-charge/src/core/interfaces/business
./reports/migration-finalization-20250420-012655/backup/packages/mcp-agents/analyzers/ci-tester/ci-tester.ts,events
